date,etf,asset_type,scheme,z_composite,z_th,position,is_trade,trade_return,raw_pnl,fee,net_pnl,cum_pnl
2025-01-02,300ETF,Spot ETF,icw,-1.0913,1.3,0.0,0,-0.021304,0.0,0.0,0.0,0.0
2025-01-03,300ETF,Spot ETF,icw,-0.4608,1.3,0.0,0,-0.007734,0.0,0.0,0.0,0.0
2025-01-06,300ETF,Spot ETF,icw,-0.2615,1.3,0.0,0,0.000522,0.0,0.0,0.0,0.0
2025-01-07,300ETF,Spot ETF,icw,0.7026,1.3,0.0,0,0.003879,0.0,0.0,0.0,0.0
2025-01-08,300ETF,Spot ETF,icw,-0.5695,1.3,0.0,0,0.001293,0.0,0.0,0.0,0.0
2025-01-09,300ETF,Spot ETF,icw,-0.5251,1.3,0.0,0,0.001807,0.0,0.0,0.0,0.0
2025-01-10,300ETF,Spot ETF,icw,-0.5037,1.3,0.0,0,-0.003382,0.0,0.0,0.0,0.0
2025-01-13,300ETF,Spot ETF,icw,1.0859,1.3,0.0,0,-0.003152,0.0,0.0,0.0,0.0
2025-01-14,300ETF,Spot ETF,icw,0.7859,1.3,0.0,0,0.01318,0.0,0.0,0.0,0.0
2025-01-15,300ETF,Spot ETF,icw,-0.6968,1.3,0.0,0,-0.003086,0.0,0.0,0.0,0.0
2025-01-16,300ETF,Spot ETF,icw,1.3857,1.3,1.0,1,-0.007448,-0.007928,0.0008,-0.008728,-0.008728
2025-01-17,300ETF,Spot ETF,icw,-0.0296,1.3,0.0,0,0.00514,0.0,0.0,0.0,-0.008728
2025-01-20,300ETF,Spot ETF,icw,1.0387,1.3,0.0,0,-0.006617,0.0,0.0,0.0,-0.008728
2025-01-21,300ETF,Spot ETF,icw,-1.3711,1.3,0.0,0,0.003066,0.0,0.0,0.0,-0.008728
2025-01-22,300ETF,Spot ETF,icw,-0.9348,1.3,0.0,0,0.001031,0.0,0.0,0.0,-0.008728
2025-01-23,300ETF,Spot ETF,icw,0.7034,1.3,0.0,0,-0.008934,0.0,0.0,0.0,-0.008728
2025-01-24,300ETF,Spot ETF,icw,0.8003,1.3,0.0,0,0.003314,0.0,0.0,0.0,-0.008728
2025-01-27,300ETF,Spot ETF,icw,0.6717,1.3,0.0,0,-0.00051,0.0,0.0,0.0,-0.008728
2025-02-05,300ETF,Spot ETF,icw,-1.9667,1.3,-1.0,1,-0.002827,0.002823,0.0008,0.002023,-0.006706
2025-02-06,300ETF,Spot ETF,icw,0.5262,1.3,0.0,0,0.010996,0.0,0.0,0.0,-0.006706
2025-02-07,300ETF,Spot ETF,icw,-0.1489,1.3,0.0,0,0.002525,0.0,0.0,0.0,-0.006706
2025-02-10,300ETF,Spot ETF,icw,-0.7959,1.3,0.0,0,-0.000752,0.0,0.0,0.0,-0.006706
2025-02-11,300ETF,Spot ETF,icw,-1.2487,1.3,0.0,0,-0.000503,0.0,0.0,0.0,-0.006706
2025-02-12,300ETF,Spot ETF,icw,-0.0676,1.3,0.0,0,0.001005,0.0,0.0,0.0,-0.006706
2025-02-13,300ETF,Spot ETF,icw,0.0481,1.3,0.0,0,-0.001246,0.0,0.0,0.0,-0.006706
2025-02-14,300ETF,Spot ETF,icw,0.6086,1.3,0.0,0,0.006726,0.0,0.0,0.0,-0.006706
2025-02-17,300ETF,Spot ETF,icw,-0.5286,1.3,0.0,0,0.000744,0.0,0.0,0.0,-0.006706
2025-02-18,300ETF,Spot ETF,icw,-0.2346,1.3,0.0,0,-0.00946,0.0,0.0,0.0,-0.006706
2025-02-19,300ETF,Spot ETF,icw,0.0321,1.3,0.0,0,0.00348,0.0,0.0,0.0,-0.006706
2025-02-20,300ETF,Spot ETF,icw,-0.6982,1.3,0.0,0,0.001988,0.0,0.0,0.0,-0.006706
2025-02-21,300ETF,Spot ETF,icw,0.2875,1.3,0.0,0,0.013334,0.0,0.0,0.0,-0.006706
2025-02-24,300ETF,Spot ETF,icw,0.0338,1.3,0.0,0,-0.003687,0.0,0.0,0.0,-0.006706
2025-02-25,300ETF,Spot ETF,icw,-0.3437,1.3,0.0,0,-0.004224,0.0,0.0,0.0,-0.006706
2025-02-26,300ETF,Spot ETF,icw,0.6336,1.3,0.0,0,0.002227,0.0,0.0,0.0,-0.006706
2025-02-27,300ETF,Spot ETF,icw,0.2016,1.3,0.0,0,0.00148,0.0,0.0,0.0,-0.006706
2025-02-28,300ETF,Spot ETF,icw,0.4844,1.3,0.0,0,-0.011955,0.0,0.0,0.0,-0.006706
2025-03-03,300ETF,Spot ETF,icw,-0.337,1.3,0.0,0,-0.007772,0.0,0.0,0.0,-0.006706
2025-03-04,300ETF,Spot ETF,icw,-0.3234,1.3,0.0,0,0.003274,0.0,0.0,0.0,-0.006706
2025-03-05,300ETF,Spot ETF,icw,-0.1021,1.3,0.0,0,0.004017,0.0,0.0,0.0,-0.006706
2025-03-06,300ETF,Spot ETF,icw,-0.2593,1.3,0.0,0,0.006426,0.0,0.0,0.0,-0.006706
2025-03-07,300ETF,Spot ETF,icw,-0.2507,1.3,0.0,0,-0.000496,0.0,0.0,0.0,-0.006706
2025-03-10,300ETF,Spot ETF,icw,-0.6281,1.3,0.0,0,0.002988,0.0,0.0,0.0,-0.006706
2025-03-11,300ETF,Spot ETF,icw,0.5226,1.3,0.0,0,0.001246,0.0,0.0,0.0,-0.006706
2025-03-12,300ETF,Spot ETF,icw,-1.3153,1.3,0.0,0,0.0,0.0,0.0,0.0,-0.006706
2025-03-13,300ETF,Spot ETF,icw,0.2324,1.3,0.0,0,-0.001993,0.0,0.0,0.0,-0.006706
2025-03-14,300ETF,Spot ETF,icw,1.8766,1.3,1.0,1,0.009065,0.008858,0.0008,0.008058,0.001353
2025-03-17,300ETF,Spot ETF,icw,-0.449,1.3,0.0,0,-0.001221,0.0,0.0,0.0,0.001353
2025-03-18,300ETF,Spot ETF,icw,-0.6186,1.3,0.0,0,-0.000731,0.0,0.0,0.0,0.001353
2025-03-19,300ETF,Spot ETF,icw,-0.2412,1.3,0.0,0,0.003663,0.0,0.0,0.0,0.001353
2025-03-20,300ETF,Spot ETF,icw,-1.0857,1.3,0.0,0,0.0,0.0,0.0,0.0,0.001353
2025-03-21,300ETF,Spot ETF,icw,0.5047,1.3,0.0,0,-0.013858,0.0,0.0,0.0,0.001353
2025-03-24,300ETF,Spot ETF,icw,0.3267,1.3,0.0,0,0.000498,0.0,0.0,0.0,0.001353
2025-03-25,300ETF,Spot ETF,icw,-0.2123,1.3,0.0,0,0.0,0.0,0.0,0.0,0.001353
2025-03-26,300ETF,Spot ETF,icw,0.0573,1.3,0.0,0,-0.005964,0.0,0.0,0.0,0.001353
2025-03-27,300ETF,Spot ETF,icw,0.0108,1.3,0.0,0,0.001492,0.0,0.0,0.0,0.001353
2025-03-28,300ETF,Spot ETF,icw,-0.7045,1.3,0.0,0,0.0,0.0,0.0,0.0,0.001353
2025-03-31,300ETF,Spot ETF,icw,0.3437,1.3,0.0,0,-0.007002,0.0,0.0,0.0,0.001353
2025-04-01,300ETF,Spot ETF,icw,-0.4745,1.3,0.0,0,-0.001505,0.0,0.0,0.0,0.001353
2025-04-02,300ETF,Spot ETF,icw,0.008,1.3,0.0,0,-0.003517,0.0,0.0,0.0,0.001353
2025-04-03,300ETF,Spot ETF,icw,1.0675,1.3,0.0,0,-0.003282,0.0,0.0,0.0,0.001353
2025-04-07,300ETF,Spot ETF,icw,-0.2969,1.3,0.0,0,-0.022436,0.0,0.0,0.0,0.001353
2025-04-08,300ETF,Spot ETF,icw,0.2234,1.3,0.0,0,0.00027,0.0,0.0,0.0,0.001353
2025-04-09,300ETF,Spot ETF,icw,0.1432,1.3,0.0,0,0.018732,0.0,0.0,0.0,0.001353
2025-04-10,300ETF,Spot ETF,icw,-1.3863,1.3,0.0,0,-0.003389,0.0,0.0,0.0,0.001353
2025-04-11,300ETF,Spot ETF,icw,-0.6773,1.3,0.0,0,0.007056,0.0,0.0,0.0,0.001353
2025-04-14,300ETF,Spot ETF,icw,-0.758,1.3,0.0,0,-0.002075,0.0,0.0,0.0,0.001353
2025-04-15,300ETF,Spot ETF,icw,-1.0836,1.3,0.0,0,0.00287,0.0,0.0,0.0,0.001353
2025-04-16,300ETF,Spot ETF,icw,-1.3035,1.3,0.0,0,-0.000261,0.0,0.0,0.0,0.001353
2025-04-17,300ETF,Spot ETF,icw,0.1786,1.3,0.0,0,0.000518,0.0,0.0,0.0,0.001353
2025-04-18,300ETF,Spot ETF,icw,-0.4315,1.3,0.0,0,0.001556,0.0,0.0,0.0,0.001353
2025-04-21,300ETF,Spot ETF,icw,0.6401,1.3,0.0,0,0.000773,0.0,0.0,0.0,0.001353
2025-04-22,300ETF,Spot ETF,icw,0.3457,1.3,0.0,0,0.0,0.0,0.0,0.0,0.001353
2025-04-23,300ETF,Spot ETF,icw,-0.7817,1.3,0.0,0,0.000773,0.0,0.0,0.0,0.001353
2025-04-24,300ETF,Spot ETF,icw,0.307,1.3,0.0,0,-0.002315,0.0,0.0,0.0,0.001353
2025-04-25,300ETF,Spot ETF,icw,-0.26,1.3,0.0,0,-0.000772,0.0,0.0,0.0,0.001353
2025-04-28,300ETF,Spot ETF,icw,-1.108,1.3,0.0,0,0.001808,0.0,0.0,0.0,0.001353
2025-04-29,300ETF,Spot ETF,icw,-0.4756,1.3,0.0,0,-0.000517,0.0,0.0,0.0,0.001353
2025-04-30,300ETF,Spot ETF,icw,0.022,1.3,0.0,0,-0.000258,0.0,0.0,0.0,0.001353
2025-05-06,300ETF,Spot ETF,icw,-0.8384,1.3,0.0,0,0.001283,0.0,0.0,0.0,0.001353
2025-05-07,300ETF,Spot ETF,icw,-1.2393,1.3,0.0,0,-0.002806,0.0,0.0,0.0,0.001353
2025-05-08,300ETF,Spot ETF,icw,1.1149,1.3,0.0,0,-0.000506,0.0,0.0,0.0,0.001353
2025-05-09,300ETF,Spot ETF,icw,-0.5106,1.3,0.0,0,-0.000507,0.0,0.0,0.0,0.001353
2025-05-12,300ETF,Spot ETF,icw,-0.4136,1.3,0.0,0,0.002766,0.0,0.0,0.0,0.001353
2025-05-13,300ETF,Spot ETF,icw,-1.2518,1.3,0.0,0,-0.001,0.0,0.0,0.0,0.001353
2025-05-14,300ETF,Spot ETF,icw,-0.2703,1.3,0.0,0,0.01045,0.0,0.0,0.0,0.001353
2025-05-15,300ETF,Spot ETF,icw,-0.6682,1.3,0.0,0,-0.001992,0.0,0.0,0.0,0.001353
2025-05-16,300ETF,Spot ETF,icw,-0.3371,1.3,0.0,0,-0.00451,0.0,0.0,0.0,0.001353
2025-05-19,300ETF,Spot ETF,icw,-0.4647,1.3,0.0,0,0.003523,0.0,0.0,0.0,0.001353
2025-05-20,300ETF,Spot ETF,icw,0.1815,1.3,0.0,0,0.004255,0.0,0.0,0.0,0.001353
2025-05-21,300ETF,Spot ETF,icw,0.8291,1.3,0.0,0,0.001245,0.0,0.0,0.0,0.001353
2025-05-22,300ETF,Spot ETF,icw,-0.7742,1.3,0.0,0,0.000746,0.0,0.0,0.0,0.001353
2025-05-23,300ETF,Spot ETF,icw,0.762,1.3,0.0,0,-0.009479,0.0,0.0,0.0,0.001353
2025-05-26,300ETF,Spot ETF,icw,-0.5264,1.3,0.0,0,-0.004784,0.0,0.0,0.0,0.001353
2025-05-27,300ETF,Spot ETF,icw,-0.0041,1.3,0.0,0,-0.003794,0.0,0.0,0.0,0.001353
2025-05-28,300ETF,Spot ETF,icw,-0.0375,1.3,0.0,0,-0.002532,0.0,0.0,0.0,0.001353
2025-05-29,300ETF,Spot ETF,icw,0.069,1.3,0.0,0,0.000757,0.0,0.0,0.0,0.001353
2025-05-30,300ETF,Spot ETF,icw,-0.1067,1.3,0.0,0,0.004305,0.0,0.0,0.0,0.001353
2025-06-03,300ETF,Spot ETF,icw,0.5612,1.3,0.0,0,0.000757,0.0,0.0,0.0,0.001353
2025-06-04,300ETF,Spot ETF,icw,0.6758,1.3,0.0,0,-0.000252,0.0,0.0,0.0,0.001353
2025-06-05,300ETF,Spot ETF,icw,-0.679,1.3,0.0,0,0.003771,0.0,0.0,0.0,0.001353
2025-06-06,300ETF,Spot ETF,icw,-0.1772,1.3,0.0,0,-0.000251,0.0,0.0,0.0,0.001353
2025-06-09,300ETF,Spot ETF,icw,-0.0898,1.3,0.0,0,-0.001001,0.0,0.0,0.0,0.001353
2025-06-10,300ETF,Spot ETF,icw,-0.1036,1.3,0.0,0,-0.006773,0.0,0.0,0.0,0.001353
2025-06-11,300ETF,Spot ETF,icw,1.5087,1.3,1.0,1,-0.00299,-0.002986,0.0008,-0.003786,-0.002433
2025-06-12,300ETF,Spot ETF,icw,-0.8179,1.3,0.0,0,0.0025,0.0,0.0,0.0,-0.002433
2025-06-13,300ETF,Spot ETF,icw,0.1097,1.3,0.0,0,-0.001757,0.0,0.0,0.0,-0.002433
2025-06-16,300ETF,Spot ETF,icw,0.3438,1.3,0.0,0,0.002007,0.0,0.0,0.0,-0.002433
