date,etf,asset_type,scheme,z_composite,z_th,position,is_trade,trade_return,raw_pnl,fee,net_pnl,cum_pnl
2022-01-04,300ETF,Spot ETF,rank,-0.8509,1.5,0.0,0,0.003412,0.0,0.0,0.0,0.0
2022-01-05,300ETF,Spot ETF,rank,-0.6135,1.5,0.0,0,-0.004237,-0.0,0.0,-0.0,0.0
2022-01-06,300ETF,Spot ETF,rank,-0.4009,1.5,0.0,0,-0.004901,-0.0,0.0,-0.0,0.0
2022-01-07,300ETF,Spot ETF,rank,1.0991,1.5,0.0,0,-0.003257,-0.0,0.0,-0.0,0.0
2022-01-10,300ETF,Spot ETF,rank,-0.1961,1.5,0.0,0,0.003877,0.0,0.0,0.0,0.0
2022-01-11,300ETF,Spot ETF,rank,-0.365,1.5,0.0,0,-0.005926,-0.0,0.0,-0.0,0.0
2022-01-12,300ETF,Spot ETF,rank,-0.1421,1.5,0.0,0,0.005708,0.0,0.0,0.0,0.0
2022-01-13,300ETF,Spot ETF,rank,-0.7031,1.5,0.0,0,-0.0123,-0.0,0.0,-0.0,0.0
2022-01-14,300ETF,Spot ETF,rank,-0.7693,1.5,0.0,0,-0.000831,-0.0,0.0,-0.0,0.0
2022-01-17,300ETF,Spot ETF,rank,1.0771,1.5,0.0,0,0.002898,0.0,0.0,0.0,0.0
2022-01-18,300ETF,Spot ETF,rank,0.6318,1.5,0.0,0,0.004518,0.0,0.0,0.0,0.0
2022-01-19,300ETF,Spot ETF,rank,-0.0112,1.5,0.0,0,-0.004805,-0.0,0.0,-0.0,0.0
2022-01-20,300ETF,Spot ETF,rank,1.4699,1.5,0.0,0,0.002076,0.0,0.0,0.0,0.0
2022-01-21,300ETF,Spot ETF,rank,-0.939,1.5,0.0,0,-0.005218,-0.0,0.0,-0.0,0.0
2022-01-24,300ETF,Spot ETF,rank,0.0842,1.5,0.0,0,0.003353,0.0,0.0,0.0,0.0
2022-01-25,300ETF,Spot ETF,rank,-0.2484,1.5,0.0,0,-0.013315,-0.0,0.0,-0.0,0.0
2022-01-26,300ETF,Spot ETF,rank,0.8507,1.5,0.0,0,0.001703,0.0,0.0,0.0,0.0
2022-01-27,300ETF,Spot ETF,rank,-0.6589,1.5,0.0,0,-0.013109,-0.0,0.0,-0.0,0.0
2022-01-28,300ETF,Spot ETF,rank,0.3085,1.5,0.0,0,-0.004789,-0.0,0.0,-0.0,0.0
2022-02-07,300ETF,Spot ETF,rank,1.5553,1.5,1.0,1,-0.002379,-0.002379,0.0008,-0.003179,-0.003179
2022-02-08,300ETF,Spot ETF,rank,-1.0129,1.5,-1.0,1,-0.000218,0.000218,0.0016,-0.001382,-0.004561
2022-02-09,300ETF,Spot ETF,rank,0.1503,1.5,0.0,0,0.011906,0.0,0.0008,-0.0008,-0.005361
2022-02-10,300ETF,Spot ETF,rank,-1.0449,1.5,-1.0,1,0.000432,-0.000432,0.0008,-0.001232,-0.006593
2022-02-11,300ETF,Spot ETF,rank,0.7475,1.5,0.0,0,-0.010159,-0.0,0.0008,-0.0008,-0.007393
2022-02-14,300ETF,Spot ETF,rank,-0.3695,1.5,0.0,0,-0.011178,-0.0,0.0,-0.0,-0.007393
2022-02-15,300ETF,Spot ETF,rank,0.6018,1.5,0.0,0,0.001531,0.0,0.0,0.0,-0.007393
2022-02-16,300ETF,Spot ETF,rank,0.0099,1.5,0.0,0,-0.003467,-0.0,0.0,-0.0,-0.007393
2022-02-17,300ETF,Spot ETF,rank,-0.3298,1.5,0.0,0,-0.000433,-0.0,0.0,-0.0,-0.007393
2022-02-18,300ETF,Spot ETF,rank,-0.2063,1.5,0.0,0,0.004543,0.0,0.0,0.0,-0.007393
2022-02-21,300ETF,Spot ETF,rank,-0.7624,1.5,0.0,0,-0.000433,-0.0,0.0,-0.0,-0.007393
2022-02-22,300ETF,Spot ETF,rank,-1.2553,1.5,-1.0,1,0.001316,-0.001316,0.0008,-0.002116,-0.00951
2022-02-23,300ETF,Spot ETF,rank,0.5907,1.5,0.0,0,0.006313,0.0,0.0008,-0.0008,-0.01031
2022-02-24,300ETF,Spot ETF,rank,-0.5423,1.5,0.0,0,-0.018244,-0.0,0.0,-0.0,-0.01031
2022-02-25,300ETF,Spot ETF,rank,1.4077,1.5,0.0,0,-0.008516,-0.0,0.0,-0.0,-0.01031
2022-02-28,300ETF,Spot ETF,rank,-0.1457,1.5,0.0,0,0.004836,0.0,0.0,0.0,-0.01031
2022-03-01,300ETF,Spot ETF,rank,0.6889,1.5,0.0,0,0.003259,0.0,0.0,0.0,-0.01031
2022-03-02,300ETF,Spot ETF,rank,-1.0961,1.5,-1.0,1,0.002625,-0.002625,0.0008,-0.003425,-0.013734
2022-03-03,300ETF,Spot ETF,rank,-0.3735,1.5,0.0,0,-0.004832,-0.0,0.0008,-0.0008,-0.014534
2022-03-04,300ETF,Spot ETF,rank,-1.1888,1.5,-1.0,1,-0.00534,0.00534,0.0008,0.00454,-0.009994
2022-03-07,300ETF,Spot ETF,rank,-1.3652,1.5,-1.0,1,-0.010534,0.010534,0.0,0.010534,0.00054
2022-03-08,300ETF,Spot ETF,rank,0.7186,1.5,0.0,0,-0.017889,-0.0,0.0008,-0.0008,-0.00026
2022-03-09,300ETF,Spot ETF,rank,-0.01,1.5,0.0,0,-0.01391,-0.0,0.0,-0.0,-0.00026
2022-03-10,300ETF,Spot ETF,rank,-0.0418,1.5,0.0,0,-0.002098,-0.0,0.0,-0.0,-0.00026
2022-03-11,300ETF,Spot ETF,rank,-1.1852,1.5,-1.0,1,0.014746,-0.014746,0.0008,-0.015546,-0.015806
2022-03-14,300ETF,Spot ETF,rank,-0.9597,1.5,0.0,0,-0.017963,-0.0,0.0008,-0.0008,-0.016606
2022-03-15,300ETF,Spot ETF,rank,-1.6946,1.5,-1.0,1,-0.012852,0.012852,0.0008,0.012052,-0.004554
2022-03-16,300ETF,Spot ETF,rank,-0.3508,1.5,0.0,0,0.031298,0.0,0.0008,-0.0008,-0.005354
2022-03-17,300ETF,Spot ETF,rank,0.911,1.5,0.0,0,0.007572,0.0,0.0,0.0,-0.005354
2022-03-18,300ETF,Spot ETF,rank,-0.2165,1.5,0.0,0,0.011092,0.0,0.0,0.0,-0.005354
2022-03-21,300ETF,Spot ETF,rank,-0.7187,1.5,0.0,0,-0.003995,-0.0,0.0,-0.0,-0.005354
2022-03-22,300ETF,Spot ETF,rank,0.2035,1.5,0.0,0,-0.002826,-0.0,0.0,-0.0,-0.005354
2022-03-23,300ETF,Spot ETF,rank,-0.9337,1.5,0.0,0,0.00399,0.0,0.0,0.0,-0.005354
2022-03-24,300ETF,Spot ETF,rank,-0.9911,1.5,0.0,0,0.00589,0.0,0.0,0.0,-0.005354
2022-03-25,300ETF,Spot ETF,rank,-0.168,1.5,0.0,0,-0.015666,-0.0,0.0,-0.0,-0.005354
2022-03-28,300ETF,Spot ETF,rank,-1.2123,1.5,-1.0,1,0.007278,-0.007278,0.0008,-0.008078,-0.013432
2022-03-29,300ETF,Spot ETF,rank,0.8022,1.5,0.0,0,-0.009406,-0.0,0.0008,-0.0008,-0.014232
2022-03-30,300ETF,Spot ETF,rank,1.2374,1.5,0.0,0,0.01378,0.0,0.0,0.0,-0.014232
2022-03-31,300ETF,Spot ETF,rank,-0.4346,1.5,0.0,0,0.0,0.0,0.0,0.0,-0.014232
2022-04-01,300ETF,Spot ETF,rank,0.2325,1.5,0.0,0,0.01131,0.0,0.0,0.0,-0.014232
2022-04-06,300ETF,Spot ETF,rank,-0.209,1.5,0.0,0,-0.003531,-0.0,0.0,-0.0,-0.014232
2022-04-07,300ETF,Spot ETF,rank,0.547,1.5,0.0,0,-0.008507,-0.0,0.0,-0.0,-0.014232
2022-04-08,300ETF,Spot ETF,rank,0.2591,1.5,0.0,0,0.003796,0.0,0.0,0.0,-0.014232
2022-04-11,300ETF,Spot ETF,rank,-1.3137,1.5,-1.0,1,-0.012359,0.012359,0.0008,0.011559,-0.002672
2022-04-12,300ETF,Spot ETF,rank,0.5127,1.5,0.0,0,0.01353,0.0,0.0008,-0.0008,-0.003472
2022-04-13,300ETF,Spot ETF,rank,-0.8025,1.5,0.0,0,0.001445,0.0,0.0,0.0,-0.003472
